週,ブロック,フェーズ,曜日,セッション,順番,種目,メイン,セット,レップ,重量,kg,%1RM,RPE,休憩,対象,メモ,BJJメモ
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,3,10,137.5,137.5,,8,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
13,ピーク,MAV超,火,デッド＋背中・僧帽,1,デッドリフト,○,4,2,157.5,157.5,90,7.5,4分,後面,ピーク。ウォームアップを多めに。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
13,ピーク,MAV超,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,77.5,77.5,,8,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
13,ピーク,MAV超,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6,自重+7.5,82.5,,8,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
13,ピーク,MAV超,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,3,10,52.5,52.5,,8,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
13,ピーク,MAV超,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,3,10,130,130,,8,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
13,ピーク,MAV超,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,4,3,65,65,82.5,7.5,3.5分,肩,トリプル。パンプは後のレイズで。,
13,ピーク,MAV超,水,OHP＋腕・肩,2,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
13,ピーク,MAV超,水,OHP＋腕・肩,3,スカルクラッシャー,,3,8,42.5,42.5,,8,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
13,ピーク,MAV超,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,17.5,17.5,,8,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
13,ピーク,MAV超,水,OHP＋腕・肩,5,バーベルカール,,3,8,37.5,37.5,,8,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,3,3,145,145,82.5,7.5,3.5分,四頭,ピーク期は脚の疲労を残さない。,
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,4,6,122.5,122.5,,8,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,3,スポトプレス,,3,6,87.5,87.5,,8,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,3,10,7.5,7.5,,8,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,3,12,5,5,,8,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
13,ピーク,MAV超,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,3,10,130,130,,8,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
13,ピーク,MAV超,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,3,6,87.5,87.5,,8,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,8,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
13,ピーク,MAV超,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,3,10,37.5,37.5,,8,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,10,自重,75,,8,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,3,8,132.5,132.5,,8,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,5,2,112.5,112.5,90,8,3.5分,胸,ダブル。尻を浮かさない。,
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,4,5,107.5,107.5,,8.5,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,87.5,87.5,,8.5,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,3,6-8,自重+7.5,82.5,,8.5,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,3,12,12.5,12.5,,8.5,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
14,ピーク,ビルド,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,3,10,140,140,,8.5,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
14,ピーク,ビルド,火,デッド＋背中・僧帽,1,デッドリフト,○,3,2,162.5,162.5,92.5,8,4分,後面,失敗しそうならシングルに切る。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
14,ピーク,ビルド,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,80,80,,8.5,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
14,ピーク,ビルド,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6,自重+7.5,82.5,,8.5,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
14,ピーク,ビルド,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,3,10,55,55,,8.5,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
14,ピーク,ビルド,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,3,10,132.5,132.5,,8.5,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
14,ピーク,ビルド,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,4,3,67.5,67.5,85,8,3.5分,肩,RPE9を超えたら2.5kg下げる。,
14,ピーク,ビルド,水,OHP＋腕・肩,2,プレートサイドレイズ,,3,12,12.5,12.5,,8.5,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
14,ピーク,ビルド,水,OHP＋腕・肩,3,スカルクラッシャー,,3,8,45,45,,8.5,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
14,ピーク,ビルド,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,20,20,,8.5,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
14,ピーク,ビルド,水,OHP＋腕・肩,5,バーベルカール,,3,8,40,40,,8.5,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,3,2,150,150,85,8,3.5分,四頭,ダブル。ウォームアップは短くてよい。,
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,4,6,125,125,,8.5,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,3,スポトプレス,,4,6,90,90,,8.5,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,3,10,7.5,7.5,,8.5,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,3,12,5,5,,8.5,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
14,ピーク,ビルド,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,3,10,132.5,132.5,,8.5,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
14,ピーク,ビルド,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,4,6,90,90,,8.5,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,8.5,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,12.5,12.5,,8.5,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
14,ピーク,ビルド,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,3,10,40,40,,8.5,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,10,自重,75,,8.5,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,3,8,135,135,,8.5,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,3,2,115,115,92.5,8.5,3.5分,胸,重いダブルのあと、胸のMRVは補助で稼ぐ。,
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,4,5,110,110,,9,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,90,90,,9,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,4,6-8,自重+7.5,82.5,,9,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
15,ピーク,MRV週,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,4,10,142.5,142.5,,9,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
15,ピーク,MRV週,火,デッド＋背中・僧帽,1,デッドリフト,○,3,1,167.5,167.5,95,8.5,4分,後面,シングル3本。記録会のセットアップを再現。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
15,ピーク,MRV週,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,82.5,82.5,,9,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
15,ピーク,MRV週,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,4,6,自重+7.5,82.5,,9,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
15,ピーク,MRV週,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,4,10,57.5,57.5,,9,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
15,ピーク,MRV週,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,4,10,135,135,,9,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
15,ピーク,MRV週,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,3,2,70,70,87.5,8.5,3.5分,肩,推定1RMが甘いとここで崩れる。修正してよい。,
15,ピーク,MRV週,水,OHP＋腕・肩,2,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
15,ピーク,MRV週,水,OHP＋腕・肩,3,スカルクラッシャー,,4,8,47.5,47.5,,9,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
15,ピーク,MRV週,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,22.5,22.5,,9,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
15,ピーク,MRV週,水,OHP＋腕・肩,5,バーベルカール,,3,8,42.5,42.5,,9,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,2,2,140,140,80,8.5,3.5分,四頭,デッドのシングルを優先。月曜フロントでMEVを確保。,
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,5,6,127.5,127.5,,9,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,3,スポトプレス,,7,6,92.5,92.5,,9,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,4,10,7.5,7.5,,9,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,4,12,5,5,,9,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
15,ピーク,MRV週,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,4,10,135,135,,9,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
15,ピーク,MRV週,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,5,6,92.5,92.5,,9,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,9,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,5,12,12.5,12.5,,9,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
15,ピーク,MRV週,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,4,10,42.5,42.5,,9,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,5,10,自重,75,,9,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,4,8,137.5,137.5,,9,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,2,3,87.5,87.5,70,5,3.5分,胸,ディロード。翌週以降に1RMテスト可。,
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,2,5,92.5,92.5,,6,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,2,8,77.5,77.5,,6,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,2,6-8,自重,75,,6,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
16,ピーク,ディロード,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,2,10,120,120,,6,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
16,ピーク,ディロード,火,デッド＋背中・僧帽,1,デッドリフト,○,2,2,122.5,122.5,70,5,4分,後面,ディロード。翌週に180〜190kgを試してよい。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
16,ピーク,ディロード,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,2,6,70,70,,6,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
16,ピーク,ディロード,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,2,6,自重,75,,6,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
16,ピーク,ディロード,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,2,10,50,50,,6,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
16,ピーク,ディロード,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,2,10,115,115,,6,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
16,ピーク,ディロード,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,2,4,52.5,52.5,65,5,3.5分,肩,ディロード。,
16,ピーク,ディロード,水,OHP＋腕・肩,2,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
16,ピーク,ディロード,水,OHP＋腕・肩,3,スカルクラッシャー,,2,8,40,40,,6,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
16,ピーク,ディロード,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,2,10,20,20,,6,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
16,ピーク,ディロード,水,OHP＋腕・肩,5,バーベルカール,,2,8,35,35,,6,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,2,3,115,115,65,5,3.5分,四頭,ディロード。,
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,2,6,107.5,107.5,,6,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,3,スポトプレス,,2,6,77.5,77.5,,6,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,2,10,5,5,,6,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,2,12,2.5,2.5,,6,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
16,ピーク,ディロード,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,2,10,115,115,,6,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
16,ピーク,ディロード,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,2,6,77.5,77.5,,6,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,2,AMRAP-2,自重,75,,6,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
16,ピーク,ディロード,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,2,10,35,35,,6,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,2,10,自重,75,,6,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,2,8,117.5,117.5,,6,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
