週,ブロック,フェーズ,曜日,セッション,順番,種目,メイン,セット,レップ,重量,kg,%1RM,RPE,休憩,対象,メモ,BJJメモ
15,ピーク,MRV週,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,4,6,自重+7.5,82.5,,9,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
15,ピーク,MRV週,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,4,10,57.5,57.5,,9,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
15,ピーク,MRV週,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,5,10,135,135,,9,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
15,ピーク,MRV週,水,OHP＋肩,1,オーバーヘッドプレス,○,3,2,70,70,87.5,8.5,3.5分,肩,推定1RMが甘いとここで崩れる。修正してよい。,
15,ピーク,MRV週,水,OHP＋肩,2,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
15,ピーク,MRV週,水,OHP＋肩,3,プレートフロントレイズ,,4,10,7.5,7.5,,9,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
15,ピーク,MRV週,水,OHP＋肩,4,プレートリアデルトフライ,,4,12,5,5,,9,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
15,ピーク,MRV週,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,3,10,22.5,22.5,,9,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
15,ピーク,MRV週,木,スクワット＋後面＋胸,1,バックスクワット,○,2,2,140,140,80,8.5,3.5分,四頭,デッドのシングルを優先。,
15,ピーク,MRV週,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,3,6,127.5,127.5,,9,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
15,ピーク,MRV週,木,スクワット＋後面＋胸,3,スポトプレス,,7,6,92.5,92.5,,9,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
15,ピーク,MRV週,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,5,6,92.5,92.5,,9,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,9,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,5,12,12.5,12.5,,9,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
15,ピーク,MRV週,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,5,10,42.5,42.5,,9,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,5,10,自重,75,,9,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
15,ピーク,MRV週,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,6,8,137.5,137.5,,9,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
16,ピーク,ディロード,月,ベンチ＋胸・肩,1,ベンチプレス,○,2,3,87.5,87.5,70,5,3.5分,胸,ディロード。翌週以降に1RMテスト可。,
16,ピーク,ディロード,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,2,8,77.5,77.5,,6,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
16,ピーク,ディロード,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,2,6-8,自重,75,,6,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
16,ピーク,ディロード,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
16,ピーク,ディロード,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,2,10,120,120,,6,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
16,ピーク,ディロード,月,ベンチ＋胸・肩,6,スカルクラッシャー,,2,8,40,40,,6,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
16,ピーク,ディロード,火,デッド＋背中・僧帽,1,デッドリフト,○,2,2,122.5,122.5,70,5,4分,後面,ディロード。翌週に180〜190kgを試してよい。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
16,ピーク,ディロード,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,2,6,82.5,82.5,,6,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
16,ピーク,ディロード,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,2,6,自重,75,,6,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
16,ピーク,ディロード,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,2,10,50,50,,6,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
16,ピーク,ディロード,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,2,10,115,115,,6,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
16,ピーク,ディロード,水,OHP＋肩,1,オーバーヘッドプレス,○,2,4,52.5,52.5,65,5,3.5分,肩,ディロード。,
16,ピーク,ディロード,水,OHP＋肩,2,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
16,ピーク,ディロード,水,OHP＋肩,3,プレートフロントレイズ,,2,10,5,5,,6,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
16,ピーク,ディロード,水,OHP＋肩,4,プレートリアデルトフライ,,2,12,2.5,2.5,,6,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
16,ピーク,ディロード,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,2,10,20,20,,6,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
16,ピーク,ディロード,木,スクワット＋後面＋胸,1,バックスクワット,○,2,3,115,115,65,5,3.5分,四頭,ディロード。,
16,ピーク,ディロード,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,2,6,107.5,107.5,,6,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
16,ピーク,ディロード,木,スクワット＋後面＋胸,3,スポトプレス,,2,6,77.5,77.5,,6,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
16,ピーク,ディロード,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,2,6,77.5,77.5,,6,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,2,AMRAP-2,自重,75,,6,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
16,ピーク,ディロード,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,2,10,35,35,,6,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,2,10,自重,75,,6,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
16,ピーク,ディロード,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,2,8,117.5,117.5,,6,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
